Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
8774,Neck Stretch,Wrist,Mobility Issue,None,4x12,8 min,Medium,Strengthen muscles
8775,Lunges,Neck,Chronic Pain,Ball,2x19,13 min,Medium,Reduce pain
8776,Hip Abduction,Arm,Post Fracture,Dumbbell,4x13,21 min,Medium,Increase flexibility
8777,Arm Circles,Arm,Arthritis,Chair,4x9,7 min,High,Reduce pain
8778,Wrist Flexion,Arm,Arthritis,Dumbbell,3x8,17 min,Medium,Reduce pain
8779,Neck Stretch,Ankle,Stiffness,Chair,3x16,8 min,Medium,Improve mobility
8780,Hamstring Curl,Arm,Sports Injury,Mat,2x15,23 min,Medium,Rehabilitation
8781,Hip Abduction,Knee,Mobility Issue,Chair,4x18,13 min,High,Increase flexibility
8782,Wrist Flexion,Neck,Lower Back Pain,None,2x13,11 min,High,Improve mobility
8783,Hamstring Curl,Ankle,Chronic Pain,Mat,3x16,20 min,High,Improve balance
8784,Heel Slides,Hip,Mobility Issue,Wall,4x17,15 min,Medium,Strengthen muscles
8785,Seated Marching,Core,Arthritis,Dumbbell,2x16,10 min,Medium,Rehabilitation
8786,Ankle Pumps,Knee,Arthritis,Dumbbell,4x19,8 min,Low,Rehabilitation
8787,Bridging,Knee,Post Fracture,Chair,3x8,24 min,Low,Improve mobility
8788,Quad Sets,Ankle,Muscle Weakness,None,4x17,18 min,High,Strengthen muscles
8789,Knee Extensions,Neck,Stiffness,Wall,4x19,20 min,Medium,Strengthen muscles
8790,Pelvic Tilt,Hip,Stiffness,Dumbbell,2x19,18 min,High,Rehabilitation
8791,Wrist Flexion,Core,Chronic Pain,Ball,3x17,8 min,Medium,Improve circulation
8792,Wall Push-Ups,Hip,Post Surgery,Mat,4x8,17 min,High,Improve mobility
8793,Ankle Pumps,Arm,Stiffness,Ball,4x9,25 min,Medium,Increase flexibility
8794,Pelvic Tilt,Shoulder,Arthritis,None,2x10,14 min,Medium,Reduce pain
8795,Knee Extensions,Hip,Mobility Issue,Mat,2x16,19 min,Medium,Improve balance
8796,Hamstring Curl,Back,Sports Injury,Mat,4x12,16 min,High,Increase flexibility
8797,Toe Raises,Wrist,Post Surgery,Chair,3x14,9 min,High,Reduce pain
8798,Finger Stretch,Back,Muscle Weakness,Resistance Band,4x19,5 min,Medium,Strengthen muscles
8799,Calf Raises,Wrist,Stroke Recovery,Resistance Band,4x16,24 min,Low,Improve balance
8800,Hamstring Curl,Knee,Post Fracture,Dumbbell,2x8,5 min,High,Strengthen muscles
8801,Quad Sets,Wrist,Stroke Recovery,Ball,2x10,16 min,Medium,Strengthen muscles
8802,Toe Raises,Hip,Post Fracture,Ball,3x15,11 min,High,Improve mobility
8803,Toe Raises,Core,Post Fracture,Mat,4x9,10 min,High,Improve mobility
8804,Finger Stretch,Wrist,Mobility Issue,Chair,4x18,9 min,Low,Strengthen muscles
8805,Knee Extensions,Neck,Stroke Recovery,Resistance Band,4x16,23 min,High,Improve circulation
8806,Arm Circles,Core,Post Surgery,Wall,5x13,17 min,Low,Improve circulation
8807,Pelvic Tilt,Ankle,Stroke Recovery,Resistance Band,4x19,24 min,Low,Improve circulation
8808,Seated Marching,Wrist,Post Fracture,Ball,2x16,8 min,Medium,Strengthen muscles
8809,Seated Marching,Back,Arthritis,None,5x15,25 min,Medium,Rehabilitation
8810,Finger Stretch,Knee,Muscle Weakness,Wall,4x18,20 min,High,Strengthen muscles
8811,Wrist Flexion,Knee,Chronic Pain,Chair,4x11,24 min,Low,Rehabilitation
8812,Wall Push-Ups,Arm,Sports Injury,Ball,2x9,18 min,Low,Strengthen muscles
8813,Toe Raises,Hip,Post Fracture,Ball,4x14,19 min,Medium,Reduce pain
8814,Quad Sets,Shoulder,Chronic Pain,None,3x19,8 min,Medium,Improve balance
8815,Wrist Flexion,Wrist,Stroke Recovery,Resistance Band,2x9,13 min,Low,Improve mobility
8816,Hip Abduction,Neck,Post Surgery,None,3x16,13 min,Medium,Increase flexibility
8817,Knee Extensions,Wrist,Arthritis,Ball,3x15,9 min,Low,Strengthen muscles
8818,Pelvic Tilt,Knee,Chronic Pain,Resistance Band,2x10,7 min,Low,Increase flexibility
8819,Arm Circles,Neck,Post Surgery,Wall,3x17,23 min,High,Strengthen muscles
8820,Toe Raises,Knee,Post Fracture,Dumbbell,5x9,13 min,High,Improve balance
8821,Bridging,Shoulder,Post Fracture,Chair,4x13,10 min,Medium,Improve mobility
8822,Heel Slides,Ankle,Post Surgery,Mat,4x19,25 min,High,Strengthen muscles
8823,Neck Stretch,Knee,Lower Back Pain,Resistance Band,4x18,22 min,Low,Improve circulation
8824,Sit to Stand,Shoulder,Stiffness,None,3x15,24 min,Low,Rehabilitation
8825,Calf Raises,Shoulder,Arthritis,Dumbbell,3x20,6 min,Low,Reduce pain
8826,Toe Raises,Hip,Post Surgery,Ball,3x13,9 min,Medium,Improve circulation
8827,Finger Stretch,Core,Lower Back Pain,None,5x14,20 min,Low,Improve balance
8828,Hamstring Curl,Shoulder,Stiffness,Ball,4x18,23 min,High,Improve balance
8829,Neck Stretch,Leg,Arthritis,Wall,3x8,18 min,High,Strengthen muscles
8830,Heel Slides,Hip,Sports Injury,Mat,2x10,14 min,Low,Strengthen muscles
8831,Hip Abduction,Hip,Arthritis,Chair,2x14,17 min,Medium,Strengthen muscles
8832,Hamstring Curl,Hip,Arthritis,Wall,5x15,11 min,Medium,Improve balance
8833,Pelvic Tilt,Leg,Stiffness,None,4x12,13 min,High,Reduce pain
8834,Hamstring Curl,Ankle,Muscle Weakness,Ball,3x16,13 min,Low,Reduce pain
8835,Knee Extensions,Ankle,Chronic Pain,Mat,5x14,18 min,Medium,Improve balance
8836,Shoulder Flexion,Leg,Stiffness,Mat,4x16,11 min,Low,Increase flexibility
8837,Sit to Stand,Core,Stroke Recovery,Mat,4x8,16 min,High,Improve balance
8838,Neck Stretch,Shoulder,Sports Injury,Resistance Band,4x12,19 min,High,Improve mobility
8839,Wall Push-Ups,Wrist,Muscle Weakness,Resistance Band,2x19,14 min,High,Increase flexibility
8840,Shoulder Flexion,Back,Stiffness,Ball,4x19,25 min,Medium,Increase flexibility
8841,Shoulder Flexion,Neck,Mobility Issue,Dumbbell,2x15,9 min,Low,Reduce pain
8842,Ankle Pumps,Neck,Muscle Weakness,Chair,5x20,9 min,Low,Strengthen muscles
8843,Pelvic Tilt,Shoulder,Mobility Issue,Dumbbell,3x16,13 min,Medium,Improve circulation
8844,Lunges,Wrist,Chronic Pain,Ball,4x12,22 min,High,Improve balance
8845,Heel Slides,Hip,Stiffness,Ball,3x17,21 min,Medium,Rehabilitation
8846,Hip Abduction,Back,Muscle Weakness,Dumbbell,5x9,21 min,Medium,Rehabilitation
8847,Heel Slides,Core,Lower Back Pain,Mat,4x10,8 min,Medium,Improve mobility
8848,Finger Stretch,Neck,Mobility Issue,Wall,4x10,19 min,Medium,Improve circulation
8849,Calf Raises,Back,Arthritis,Ball,3x9,18 min,Low,Improve circulation
8850,Shoulder Flexion,Ankle,Arthritis,Resistance Band,5x8,15 min,Low,Reduce pain
8851,Trunk Rotation,Leg,Post Fracture,Mat,3x11,14 min,High,Rehabilitation
8852,Toe Raises,Leg,Chronic Pain,Resistance Band,2x11,25 min,Medium,Improve circulation
8853,Heel Slides,Knee,Mobility Issue,None,4x8,20 min,Medium,Reduce pain
8854,Wrist Flexion,Ankle,Post Surgery,Ball,2x8,7 min,Low,Improve circulation
8855,Trunk Rotation,Wrist,Post Surgery,None,5x11,16 min,Low,Rehabilitation
8856,Quad Sets,Hip,Post Surgery,Chair,5x15,15 min,Low,Rehabilitation
8857,Calf Raises,Neck,Post Fracture,Wall,4x19,18 min,High,Improve balance
8858,Knee Extensions,Back,Chronic Pain,Ball,5x15,8 min,Low,Strengthen muscles
8859,Finger Stretch,Back,Post Fracture,Ball,3x14,11 min,Medium,Rehabilitation
8860,Lunges,Neck,Muscle Weakness,Dumbbell,2x17,16 min,Low,Increase flexibility
8861,Lunges,Neck,Muscle Weakness,Wall,5x9,25 min,Medium,Reduce pain
8862,Sit to Stand,Hip,Mobility Issue,Wall,5x9,19 min,Low,Improve circulation
8863,Wall Push-Ups,Core,Arthritis,Mat,5x19,17 min,Medium,Improve circulation
8864,Hip Abduction,Back,Chronic Pain,Dumbbell,3x12,15 min,Low,Improve circulation
8865,Hip Abduction,Core,Sports Injury,None,5x20,8 min,High,Improve balance
8866,Sit to Stand,Wrist,Chronic Pain,Mat,4x14,25 min,High,Improve circulation
8867,Hamstring Curl,Neck,Post Fracture,Chair,5x18,5 min,Low,Improve balance
8868,Hamstring Curl,Core,Post Fracture,Resistance Band,3x11,15 min,High,Rehabilitation
8869,Heel Slides,Back,Chronic Pain,Ball,5x13,24 min,Medium,Improve balance
8870,Pelvic Tilt,Arm,Arthritis,Mat,2x13,9 min,Medium,Strengthen muscles
8871,Toe Raises,Arm,Stroke Recovery,Dumbbell,4x16,5 min,Low,Improve balance
8872,Toe Raises,Knee,Post Surgery,Resistance Band,3x15,13 min,Medium,Improve circulation
8873,Hip Abduction,Shoulder,Muscle Weakness,Dumbbell,5x13,22 min,Medium,Improve mobility
8874,Wall Push-Ups,Core,Muscle Weakness,Dumbbell,4x17,8 min,Low,Reduce pain
8875,Knee Extensions,Ankle,Stiffness,Mat,2x20,6 min,High,Improve circulation
8876,Calf Raises,Core,Post Fracture,Chair,3x20,13 min,High,Improve balance
8877,Bridging,Ankle,Stroke Recovery,Ball,2x10,8 min,Low,Improve circulation
8878,Heel Slides,Back,Muscle Weakness,Resistance Band,2x18,5 min,Medium,Increase flexibility
8879,Quad Sets,Arm,Sports Injury,Dumbbell,4x14,5 min,Medium,Increase flexibility
8880,Wrist Flexion,Core,Stroke Recovery,Mat,5x14,25 min,High,Rehabilitation
8881,Seated Marching,Back,Sports Injury,Wall,5x19,22 min,Medium,Rehabilitation
8882,Wall Push-Ups,Ankle,Stiffness,Ball,3x12,7 min,Medium,Reduce pain
8883,Wrist Flexion,Knee,Post Surgery,Chair,4x15,22 min,Low,Increase flexibility
8884,Sit to Stand,Hip,Arthritis,None,2x13,22 min,Medium,Rehabilitation
8885,Arm Circles,Core,Stroke Recovery,Dumbbell,4x13,25 min,High,Strengthen muscles
8886,Trunk Rotation,Ankle,Lower Back Pain,Mat,3x13,5 min,Medium,Increase flexibility
8887,Knee Extensions,Back,Stroke Recovery,Wall,3x8,17 min,Low,Strengthen muscles
8888,Bridging,Leg,Lower Back Pain,None,3x8,25 min,Low,Reduce pain
8889,Bridging,Ankle,Lower Back Pain,Dumbbell,2x13,25 min,High,Reduce pain
8890,Sit to Stand,Arm,Post Fracture,None,2x13,21 min,Medium,Improve mobility
8891,Heel Slides,Hip,Lower Back Pain,Chair,4x14,16 min,Medium,Reduce pain
8892,Knee Extensions,Hip,Post Fracture,Wall,2x13,8 min,Medium,Rehabilitation
8893,Neck Stretch,Leg,Mobility Issue,Mat,2x15,18 min,High,Improve mobility
8894,Heel Slides,Hip,Post Surgery,Wall,5x18,10 min,Low,Improve mobility
8895,Arm Circles,Back,Lower Back Pain,Mat,3x11,14 min,Low,Improve circulation
8896,Pelvic Tilt,Ankle,Post Fracture,Resistance Band,4x18,8 min,Medium,Reduce pain
8897,Lunges,Ankle,Lower Back Pain,Wall,3x11,25 min,Low,Rehabilitation
8898,Pelvic Tilt,Back,Stroke Recovery,Ball,5x12,9 min,Low,Increase flexibility
8899,Lunges,Arm,Post Surgery,Dumbbell,2x16,15 min,Medium,Strengthen muscles
8900,Neck Stretch,Knee,Post Fracture,Resistance Band,4x19,7 min,High,Increase flexibility
8901,Arm Circles,Leg,Arthritis,Dumbbell,3x16,9 min,Low,Improve circulation
8902,Seated Marching,Back,Sports Injury,None,4x10,15 min,High,Reduce pain
8903,Bridging,Back,Arthritis,None,5x14,20 min,Medium,Improve mobility
8904,Neck Stretch,Wrist,Arthritis,Chair,2x19,18 min,Medium,Reduce pain
8905,Ankle Pumps,Hip,Stroke Recovery,Chair,5x10,15 min,High,Improve mobility
8906,Sit to Stand,Hip,Stroke Recovery,Dumbbell,2x17,21 min,Low,Strengthen muscles
8907,Neck Stretch,Ankle,Arthritis,Mat,4x19,14 min,Medium,Rehabilitation
8908,Toe Raises,Knee,Sports Injury,Mat,4x19,18 min,Medium,Strengthen muscles
8909,Quad Sets,Hip,Post Fracture,Wall,5x14,14 min,Medium,Improve circulation
8910,Finger Stretch,Neck,Mobility Issue,Dumbbell,3x12,23 min,Low,Improve balance
8911,Toe Raises,Wrist,Sports Injury,Wall,4x12,12 min,Low,Improve mobility
8912,Quad Sets,Hip,Stroke Recovery,None,3x11,18 min,Medium,Increase flexibility
8913,Knee Extensions,Hip,Stroke Recovery,Dumbbell,5x10,5 min,Medium,Reduce pain
8914,Ankle Pumps,Knee,Post Fracture,Ball,4x16,22 min,High,Strengthen muscles
8915,Sit to Stand,Neck,Arthritis,Mat,2x20,10 min,Medium,Improve mobility
8916,Knee Extensions,Hip,Muscle Weakness,Mat,4x11,19 min,Medium,Rehabilitation
8917,Trunk Rotation,Core,Lower Back Pain,Wall,2x20,12 min,Low,Improve balance
8918,Knee Extensions,Neck,Chronic Pain,Chair,4x16,7 min,Medium,Strengthen muscles
8919,Wall Push-Ups,Arm,Stroke Recovery,Mat,4x15,14 min,Low,Strengthen muscles
8920,Sit to Stand,Arm,Post Fracture,None,2x13,9 min,Medium,Reduce pain
8921,Heel Slides,Neck,Post Surgery,Ball,4x10,23 min,High,Reduce pain
8922,Neck Stretch,Leg,Chronic Pain,Wall,5x9,23 min,Low,Reduce pain
8923,Ankle Pumps,Shoulder,Sports Injury,None,4x16,9 min,Medium,Improve circulation
8924,Lunges,Wrist,Chronic Pain,Wall,2x13,18 min,Low,Improve mobility
8925,Ankle Pumps,Leg,Post Surgery,Chair,3x15,15 min,Medium,Improve circulation
8926,Trunk Rotation,Hip,Stroke Recovery,Mat,5x9,6 min,Medium,Improve circulation
8927,Hamstring Curl,Wrist,Arthritis,Resistance Band,5x19,15 min,Low,Reduce pain
8928,Calf Raises,Wrist,Stroke Recovery,Ball,4x19,12 min,Low,Improve circulation
8929,Wrist Flexion,Arm,Stroke Recovery,Dumbbell,5x19,6 min,Medium,Reduce pain
8930,Wall Push-Ups,Wrist,Sports Injury,Mat,3x11,15 min,Medium,Improve circulation
8931,Bridging,Hip,Stroke Recovery,Wall,5x19,16 min,Low,Increase flexibility
8932,Bridging,Ankle,Chronic Pain,Chair,3x17,8 min,Low,Improve balance
8933,Pelvic Tilt,Knee,Muscle Weakness,Wall,4x8,17 min,High,Reduce pain
8934,Trunk Rotation,Back,Stiffness,Dumbbell,5x9,21 min,Low,Reduce pain
8935,Neck Stretch,Wrist,Stroke Recovery,Ball,3x10,24 min,Medium,Rehabilitation
8936,Arm Circles,Hip,Stroke Recovery,Ball,2x8,14 min,Medium,Reduce pain
8937,Wall Push-Ups,Ankle,Post Fracture,Mat,5x15,17 min,Low,Improve circulation
8938,Bridging,Core,Stroke Recovery,Wall,4x9,18 min,Low,Reduce pain
8939,Trunk Rotation,Arm,Sports Injury,Ball,2x20,9 min,Low,Rehabilitation
8940,Trunk Rotation,Knee,Post Surgery,Chair,2x16,25 min,Low,Increase flexibility
8941,Toe Raises,Ankle,Post Fracture,None,3x10,17 min,Low,Rehabilitation
8942,Pelvic Tilt,Arm,Arthritis,Chair,3x13,24 min,Low,Improve mobility
8943,Heel Slides,Knee,Chronic Pain,None,2x14,9 min,High,Improve balance
8944,Wall Push-Ups,Arm,Muscle Weakness,Resistance Band,2x15,11 min,Medium,Improve circulation
8945,Calf Raises,Shoulder,Sports Injury,Chair,5x11,7 min,Medium,Reduce pain
8946,Heel Slides,Knee,Mobility Issue,None,4x12,21 min,Medium,Reduce pain
8947,Sit to Stand,Leg,Stroke Recovery,Wall,4x19,24 min,Medium,Rehabilitation
8948,Lunges,Neck,Muscle Weakness,Chair,4x12,16 min,Low,Improve balance
8949,Finger Stretch,Arm,Stiffness,Chair,5x20,18 min,Medium,Reduce pain
8950,Sit to Stand,Arm,Stiffness,Ball,5x16,25 min,High,Reduce pain
8951,Hamstring Curl,Hip,Muscle Weakness,Ball,3x15,20 min,Medium,Rehabilitation
8952,Arm Circles,Neck,Lower Back Pain,Dumbbell,2x8,16 min,Low,Rehabilitation
8953,Finger Stretch,Back,Stroke Recovery,Ball,2x19,10 min,Medium,Increase flexibility
8954,Toe Raises,Knee,Muscle Weakness,Wall,4x17,12 min,Low,Strengthen muscles
8955,Hip Abduction,Shoulder,Sports Injury,Mat,4x11,6 min,Medium,Strengthen muscles
8956,Sit to Stand,Shoulder,Lower Back Pain,None,5x19,14 min,Low,Rehabilitation
8957,Bridging,Neck,Mobility Issue,Dumbbell,2x20,19 min,Low,Improve mobility
8958,Neck Stretch,Hip,Arthritis,Dumbbell,2x14,14 min,Low,Improve circulation
8959,Pelvic Tilt,Wrist,Muscle Weakness,Chair,5x17,25 min,High,Improve circulation
8960,Arm Circles,Knee,Chronic Pain,Dumbbell,4x9,16 min,High,Improve mobility
8961,Neck Stretch,Back,Post Fracture,Wall,2x16,21 min,Low,Improve mobility
8962,Wall Push-Ups,Core,Post Surgery,Dumbbell,5x8,8 min,High,Increase flexibility
8963,Arm Circles,Hip,Muscle Weakness,Ball,2x8,17 min,Medium,Increase flexibility
8964,Toe Raises,Core,Stroke Recovery,Resistance Band,5x14,14 min,High,Strengthen muscles
8965,Heel Slides,Leg,Muscle Weakness,None,2x8,7 min,Low,Improve circulation
8966,Calf Raises,Hip,Sports Injury,Wall,4x12,15 min,High,Reduce pain
8967,Ankle Pumps,Knee,Arthritis,None,3x8,8 min,Medium,Strengthen muscles
8968,Wall Push-Ups,Wrist,Arthritis,Chair,5x9,6 min,High,Rehabilitation
8969,Knee Extensions,Neck,Arthritis,Mat,5x11,8 min,Medium,Improve mobility
8970,Wall Push-Ups,Neck,Post Surgery,None,4x20,21 min,Medium,Improve balance
8971,Quad Sets,Shoulder,Muscle Weakness,Resistance Band,5x19,9 min,Low,Reduce pain
8972,Seated Marching,Wrist,Muscle Weakness,Mat,4x19,11 min,Low,Improve balance
8973,Knee Extensions,Arm,Chronic Pain,Dumbbell,3x19,22 min,Medium,Strengthen muscles
8974,Wall Push-Ups,Arm,Sports Injury,Chair,4x20,24 min,Low,Improve circulation
8975,Lunges,Ankle,Post Surgery,Dumbbell,3x10,20 min,Medium,Improve mobility
8976,Seated Marching,Leg,Lower Back Pain,Ball,4x11,24 min,Low,Increase flexibility
8977,Trunk Rotation,Wrist,Stiffness,Mat,5x12,8 min,Low,Increase flexibility
8978,Ankle Pumps,Neck,Stroke Recovery,Dumbbell,2x11,24 min,Low,Increase flexibility
8979,Hip Abduction,Arm,Lower Back Pain,Ball,4x8,12 min,Medium,Improve mobility
8980,Trunk Rotation,Wrist,Arthritis,Mat,5x17,5 min,Medium,Increase flexibility
8981,Pelvic Tilt,Shoulder,Arthritis,Mat,4x14,23 min,High,Improve balance
8982,Lunges,Hip,Arthritis,None,2x14,16 min,Medium,Rehabilitation
8983,Hamstring Curl,Shoulder,Post Fracture,None,3x14,12 min,High,Improve circulation
8984,Ankle Pumps,Neck,Lower Back Pain,Wall,2x17,8 min,High,Improve mobility
8985,Arm Circles,Neck,Post Surgery,Chair,3x17,18 min,Medium,Improve balance
8986,Toe Raises,Shoulder,Lower Back Pain,Mat,3x15,25 min,Low,Rehabilitation
8987,Pelvic Tilt,Back,Lower Back Pain,Ball,3x12,7 min,Low,Rehabilitation
8988,Wall Push-Ups,Ankle,Mobility Issue,Dumbbell,4x10,8 min,Medium,Increase flexibility
8989,Wrist Flexion,Shoulder,Chronic Pain,Ball,3x9,21 min,High,Improve mobility
8990,Neck Stretch,Knee,Stroke Recovery,Mat,2x14,5 min,Medium,Improve circulation
8991,Finger Stretch,Ankle,Post Surgery,Dumbbell,5x8,21 min,High,Improve circulation
8992,Quad Sets,Core,Muscle Weakness,Ball,3x10,5 min,Medium,Improve mobility
8993,Hip Abduction,Core,Sports Injury,Mat,5x16,14 min,Medium,Improve circulation
8994,Ankle Pumps,Back,Muscle Weakness,Wall,2x10,6 min,High,Improve circulation
8995,Hip Abduction,Shoulder,Muscle Weakness,None,3x14,22 min,High,Increase flexibility
8996,Quad Sets,Arm,Muscle Weakness,Mat,5x14,14 min,Medium,Improve balance
8997,Seated Marching,Knee,Lower Back Pain,Mat,4x13,17 min,Medium,Increase flexibility
8998,Calf Raises,Arm,Post Fracture,Resistance Band,4x20,12 min,High,Improve circulation
8999,Neck Stretch,Back,Sports Injury,Dumbbell,2x12,12 min,Low,Improve balance
9000,Shoulder Flexion,Wrist,Arthritis,Ball,2x10,24 min,Medium,Improve circulation
9001,Wall Push-Ups,Neck,Sports Injury,Dumbbell,2x10,21 min,Low,Reduce pain
9002,Lunges,Ankle,Mobility Issue,Chair,3x18,25 min,Low,Strengthen muscles
9003,Wrist Flexion,Arm,Post Fracture,Resistance Band,5x20,22 min,High,Improve balance
9004,Hamstring Curl,Arm,Mobility Issue,Dumbbell,4x14,17 min,Low,Strengthen muscles
9005,Pelvic Tilt,Hip,Stiffness,Wall,5x8,12 min,Medium,Strengthen muscles
9006,Wrist Flexion,Wrist,Post Fracture,Ball,2x15,6 min,Low,Reduce pain
9007,Ankle Pumps,Hip,Sports Injury,Resistance Band,4x20,21 min,High,Improve circulation
9008,Ankle Pumps,Shoulder,Stroke Recovery,Mat,2x9,13 min,Medium,Reduce pain
9009,Lunges,Leg,Stiffness,Resistance Band,4x16,15 min,High,Improve mobility
9010,Ankle Pumps,Arm,Lower Back Pain,None,3x16,8 min,Medium,Improve balance
9011,Finger Stretch,Shoulder,Mobility Issue,None,4x18,8 min,High,Rehabilitation
9012,Heel Slides,Knee,Chronic Pain,Wall,5x9,25 min,Medium,Strengthen muscles
9013,Neck Stretch,Shoulder,Stroke Recovery,Resistance Band,5x12,17 min,High,Increase flexibility
9014,Ankle Pumps,Knee,Post Fracture,Wall,3x19,16 min,Medium,Reduce pain
9015,Quad Sets,Knee,Post Fracture,Resistance Band,4x16,21 min,High,Improve balance
9016,Lunges,Knee,Post Surgery,Chair,2x12,20 min,Low,Improve circulation
9017,Lunges,Knee,Muscle Weakness,Dumbbell,3x13,8 min,Medium,Rehabilitation
9018,Seated Marching,Wrist,Arthritis,Resistance Band,4x8,9 min,High,Strengthen muscles
9019,Ankle Pumps,Wrist,Post Fracture,None,3x17,21 min,Low,Strengthen muscles
9020,Pelvic Tilt,Ankle,Lower Back Pain,Resistance Band,5x15,22 min,Medium,Improve mobility
9021,Wall Push-Ups,Core,Chronic Pain,Wall,3x18,19 min,Medium,Improve mobility
9022,Toe Raises,Hip,Stiffness,Wall,5x18,12 min,High,Improve circulation
9023,Hip Abduction,Neck,Lower Back Pain,Ball,5x15,24 min,Medium,Rehabilitation
9024,Pelvic Tilt,Back,Muscle Weakness,Resistance Band,5x8,6 min,Low,Rehabilitation
9025,Sit to Stand,Shoulder,Muscle Weakness,Wall,5x17,20 min,Low,Rehabilitation
9026,Toe Raises,Shoulder,Muscle Weakness,Ball,3x14,16 min,Medium,Rehabilitation
9027,Ankle Pumps,Arm,Post Surgery,Ball,5x18,22 min,High,Increase flexibility
9028,Knee Extensions,Core,Muscle Weakness,Chair,5x15,14 min,High,Rehabilitation
9029,Hamstring Curl,Shoulder,Post Fracture,Wall,5x15,10 min,Low,Improve balance
9030,Bridging,Core,Stiffness,Ball,3x12,16 min,Medium,Increase flexibility
9031,Quad Sets,Hip,Muscle Weakness,Dumbbell,5x10,22 min,Low,Strengthen muscles
9032,Trunk Rotation,Wrist,Mobility Issue,None,5x16,6 min,Low,Increase flexibility
9033,Sit to Stand,Ankle,Lower Back Pain,Ball,4x12,5 min,High,Rehabilitation
9034,Wrist Flexion,Arm,Chronic Pain,Mat,3x12,16 min,Low,Improve mobility
9035,Arm Circles,Arm,Stiffness,Dumbbell,5x18,24 min,Medium,Rehabilitation
9036,Toe Raises,Core,Post Surgery,None,2x17,6 min,Low,Strengthen muscles
9037,Heel Slides,Neck,Sports Injury,Dumbbell,2x19,22 min,Low,Increase flexibility
9038,Bridging,Leg,Post Surgery,Resistance Band,4x19,8 min,High,Improve balance
9039,Lunges,Wrist,Sports Injury,Ball,4x9,12 min,High,Reduce pain
9040,Quad Sets,Neck,Muscle Weakness,Dumbbell,2x15,12 min,Medium,Improve mobility
9041,Wrist Flexion,Core,Lower Back Pain,Wall,4x10,24 min,Low,Rehabilitation
9042,Ankle Pumps,Hip,Mobility Issue,Ball,4x8,16 min,Medium,Improve circulation
9043,Heel Slides,Core,Chronic Pain,Chair,4x16,14 min,Medium,Increase flexibility
9044,Neck Stretch,Arm,Lower Back Pain,None,3x15,16 min,Low,Improve circulation
9045,Ankle Pumps,Wrist,Post Surgery,Chair,5x10,18 min,High,Improve mobility
9046,Ankle Pumps,Hip,Stroke Recovery,Ball,3x20,10 min,High,Improve balance
9047,Calf Raises,Shoulder,Muscle Weakness,Ball,5x13,21 min,Low,Reduce pain
9048,Wrist Flexion,Neck,Post Fracture,Ball,3x17,12 min,Medium,Improve balance
